PWN ID,English Lemmas,English Gloss,English Examples,Arabic lemmas or GAP,Arabic Gloss,Arabic Examples,Deleted lemmas,New lemmas,Phrase,(Synset after cleaning_cleaned lemmas) or GAP
2963959,protestant,of or relating to Protestants or Protestantism,Protestant churches; a Protestant denomination,برُتِسْتَانْتِي,خاص بالطائفة البروتستانتينية المسيحية ومعتقداتها,كنيسة بروتستانتينية,,,,برُتِسْتَانْتِي
2965393,radio,indicating radiation or radioactivity,radiochemistry,إِشْعَاعِيّ,يدل على الأشعة الكهرومغناطيسية أو النشاط الإشعاعي ,طاقة إشعاعية. ,,,,إِشْعَاعِيّ
2967917,communicative,of or relating to communication,communicative arts,تَوَاصُلِي,متعلق بالتواصل بين الناس وأشكاله,مهارات تواصلية,,,,تَوَاصُلِي
2968612,italian,of or pertaining to or characteristic of Italy or its people or culture or language,Italian cooking,إِيْطَالِي,خاص بإيطاليا وميزاتها أوشعبها أو ثقافتها أو لغتها,المطبخ الإيطالي مشهور في العالم,,,,إِيْطَالِي
2968822,russian,of or pertaining to or characteristic of Russia or its people or culture or language,Russian dancing,رُوسِيّ,خاص بروسيا وميزاتها أو شعبها أوثقافتها أو لغتها,السلاح الروسي. ,,,,رُوسِيّ
2969015,german,of or pertaining to or characteristic of Germany or its people or language,German philosophers; German universities; German literature,"أَلْمَانِيّ,[ جُرْمَانِيّ]",خاص بألمانيا وميزاتها أو شعبها أو ثقافتها أو لغتها,الفريق الألماني. السيارات الألمانية, جُرْمَانِيّ,,,أَلْمَانِيّ
2976819,exponential,of or involving exponents,exponential growth,"أُسِّي, [دَلِيْلِي]",يتضمن القوى التي يرفع إليها حيث يُضرب العدد بنفسه مرات حسب القوة أو الأس,6² هو تعبير أسّيّ,دَلِيْلِي,,,أُسِّي
2979870,european,of or relating to or characteristic of Europe or the people of Europe,European Community,أورُبِّيّ,متعلق بقارة أوروبا أو خصائصها أو شعبها,الدوري الأوروبي. اليورو الأوروبي,,,,أورُبِّيّ
2986160,palestinian,of or relating to the area of Palestine and its inhabitants,Palestinian guerrillas,فَلَسْطِينِي,خاص بدولة فلسطين وشعبها,التقاليد الفلسطينية العربية,,,,فَلَسْطِينِي
2987083,diagnostic,concerned with diagnosis; used for furthering diagnosis,a diagnostic clinic; a diagnostic reading test; diagnostic information,تَشْخِيْصِي,متعلق بتشخيص الأمراض ومعرفتها,عيادة تشخيصية. معلومات تشخيصية حول المرض,,,,تَشْخِيْصِي
2988743,quantitative,relating to the measurement of quantity,quantitative studies,كَمِّيّ,خاص بقياس الكميات بالأرقام,دراسات كمية. تحليل كمي,,,,كَمِّيّ
2994161,hypothalamic,of or relating to the hypothalamus,,وَطَائِيّ,متعلق بمنطقة الوطاء( تحت المهاد) في الدماغ المسؤولة عن إنتاج هرمونات تتحكم في بعض وظائف الجسم,هرمون وطائي,,,,وَطَائِيّ
2995009,emotional,of or pertaining to emotion,emotional health; an emotional crisis,عَاطِفِيّ,متعلق بالعاطفة والمشاعر خلافاً للعقل,أزمة عاطفية . سلوك عاطفي,,,,عَاطِفِيّ
2996213,corporate,of or belonging to a corporation,corporate rates; corporate structure,"[مُتَّحِد], مُشْتَرَك",مشترك بين مجموعة وليس حكراً على فرد واحد,مسؤولية مشتركة. مكاسب مشتركة,مُتَّحِد,,, مُشْتَرَك
2996906,"volumetric, volumetrical",of or relating to measurement by volume,volumetric analysis,حَجْمِيّ,متعلق بقياس الحجم والضخامة,تحليل حجمي. كثافة حجمية,,,,حَجْمِيّ
2997941,"organismal, organismic",of or relating to or belonging to an organism (considered as a whole),the organismic theory of the state,عُضْوَانِي,متعلق أو ينتمي إلى الكائن الحي ككل,النمط العضوي. ,,,,عُضْوَانِي
2998172,"artifactual, artefactual",of or relating to artifacts,,اِصْطِنَاعِيّ,متعلق بالأشياء التي يصنّعها الإنسان يدوياً,تحف اصطناعية,,,,اِصْطِنَاعِيّ
2999528,national,of or relating to or belonging to a nation or country,national hero; national anthem; a national landmark,"قَوْمِيّ, وَطَنِيّ",خاص بالدولة وشعبها,بطل قومي. الأمن الوطني,,,,"قَوْمِيّ, وَطَنِيّ"
3002422,comparative,relating to or based on or involving comparison,comparative linguistics,مُقَارَن,مبني على المقارنة بين الأشياء,الأدب المقارَن,,,,مُقَارَن
3002630,artistic,relating to or characteristic of art or artists,his artistic background,فَنِّيّ,خاص بأنواع الفنون وما يتعلق بها,عرض فني. برنامج فني. عمل فني,,,,فَنِّيّ
3003198,sentential,of or relating to a sentence,the sentential subject,جُمْلِيّ,متعلق بالجملة وطبيعتها وتركيبها,رابط جُملي. ترجمة جُملية,,,,جُمْلِيّ
3003749,simian,relating to or resembling an ape,simian features,قِرْدِيّ,متعلق بفصيلة القرود أو خصائصها أو  شبيه بها,خصائص قردية. فيروس قردي. أصابع قردية,,,,قِرْدِيّ
3006125,logarithmic,of or relating to or using logarithms,logarithmic function,"لُوغَارِيتْمِي, لُوغَارِيثْمِي",متعلق باستخدام لوغاريتمات عدد أو متغير حيث تقوم بتحديد عدد المرات التي يتم فيها ضرب الرقم بنفسه,تابع لوغاريتمي. مقياس لوغاريتمي,,,,"لُوغَارِيتْمِي, لُوغَارِيثْمِي"
3006669,"mesonic, mesic",of or pertaining to a meson,"the radii of the mesic orbits""- Lawrence Wilets",مِيزُونِي,خاص بالجسيمات دون الذرية,ترتبط الجسيمات الميزونية بواسطة القوة النووية القوية,,,,مِيزُونِي
3006881,marsupial,of or relating to the marsupials,marsupial animals,جِرَابِيّ,خاص بالثدييات التي تولد وتكمل نموها في جراب أمهاتها,الكوالا والكنغر حيوانات جرابية,,,,جِرَابِيّ
3007747,normative,relating to or dealing with norms,normative discipline; normative samples,"[طَبِيْعِي], [مَأَلُوف]، (معياري)",مبني على القواعد والمعايير المعروفة أو يحددها.,عينات معيارية. اختبار معياري,"طَبِيْعِي,مَأَلُوف",معياري,,معياري
3009248,promissory,relating to or having the character of a promise,promissory note,تَعَهُّدِيّ,"متعلق أو يشتمل وعداً أو عهداً أو ضماناً، أو ما يشبهها",لغة إعلانية تعهدية. عقد تعهدي,,,,تَعَهُّدِيّ
3014125,paramagnetic,of or relating to a paramagnet,,مُمَغْطَس,ينجذب بصعوبة إلى المغناطيس ,الألمنيوم مادة ممغطسة,,,,مُمَغْطَس
3014232,motional,of or relating to or characterized by motion,,"حَرَكِي, [مُتَحَرِّك]",متعلق بالحركة وخصائصها وطبيعتها,المجال الحركي. بطيء الحركة,مُتَحَرِّك,,,حَرَكِي
3014852,english,of or relating to or characteristic of England or its culture or people,English history; the English landed aristocracy; English literature,"إِنْكِلِيزِيّ, إِنْجِلِيزِيّ",خاص بإنكلترا وميزاتها كدولة وشعبها وثقافتها ولغتها,الأدب الانكليزي. الملكة الإنكليزية. اللغة الإنكليزية من أهم لغات العالم,,,,"إِنْكِلِيزِيّ, إِنْجِلِيزِيّ"
3015252,irish,of or relating to or characteristic of Ireland or its people,,إِيرْلَنْدِي,خاص بإيرلندا وميزاتها وشعبها وثقافتها ولغتها,دبلن هي العاصمة الأيرلندية,,,,إِيرْلَنْدِي
3016547,enzymatic,of or relating to or produced by an enzyme,,إِنْزِيمِيّ,تنتجه أو يحتوي على البروتينات التي تعمل كمثيرات حيوية من خلال تسريع التفاعلات الكيميائية في الجسم,اختبار النشاط الإنزيمي,,,,إِنْزِيمِيّ
3019521,sympathetic,of or relating to the sympathetic nervous system,sympathetic neurons; sympathetic stimulation,"سِمْبَتَاوِيّ, وُدَّيّ",متعلق بالجملة العصبية الودية المسؤولة عن التعاطف والود,الجهاز السمبتاوي.  الجهاز العصبي الودي مسؤول عن تقليل سرعة ضربات القلب,,,,"سِمْبَتَاوِيّ, وُدَّيّ"
3022172,vertebral,of or relating to or constituting vertebrae,,"فِقَرِيّ, فَقَارِيّ",خاص بالعمود الفقري أو يشكله,العمود الفقري يحمي سلسلة الظهر,,,,"فِقَرِيّ, فَقَارِيّ"
3023717,prime,of or relating to or being an integer that cannot be factored into other integers,prime number,أَوَّلِي,خاص بكونه عدداً صحيحاً لا يقبل القسمة إلا على نفسه وعلى واحد,"الأعداد الأولية هي 1، 2، 3، 5، 7، 11 الخ",,,,أَوَّلِي
3024744,myoid,resembling muscle,,عَضَلاَنِيّ,شبيه بالعضلات,نسيج عضلاني,,,,عَضَلاَنِيّ
3025679,larval,relating to or typical of a larva,the larval eye,"[يَرَقِيّ], يَرَقَانِيّ",خاص بشكل صغار الحيوانات التي فقست من البيضة وأصبحت يرقة ولم يكتمل نموها بعد,المجتمعات اليرقانية. المرحلة اليرقانية,يَرَقِيّ,,, يَرَقَانِيّ
3030315,classificatory,relating to or involving classification,classificatory criteria,تَصْنِيفِيّ,يتضمن التصنيف إلى مجموعات حسب النوع,معايير تصنيفية. نظام تصنيفي. درجة تصنيفية,,,,تَصْنِيفِيّ
3033691,british,of or relating to or characteristic of Great Britain or its people or culture,his wife is British,بَرِيْطَانِيّ,خاص ببريطانيا العظمى أو ميزاتها أو شعبها أو لغتها أو ثقافتها,الإنكليزية البريطانية. الملكة البريطانية.,,,,بَرِيْطَانِيّ
3059944,binomial,consisting of two names or terms,binomial nomenclature,"<ذُو حَدَّيْن>, <ثُنَائِيَ التَسْمِيَة>",يتألف من اسمين أو مصطلحين خاصين به,معادلة ثنائية الحدود. تسمية اصطلاحية ثنائية للكيماويات العضوية,,"ذُو حَدَّيْن,ثُنَائِيَ التَسْمِيَة",,"ذُو حَدَّيْن,ثُنَائِيَ التَسْمِيَة"
3071519,interdepartmental,between or among departments,interdepartmental competition,"<ما بَيْن الأقْسام>,[ قَائِم بَين الأقْسام]","واقع، أو متبادل، أو مُنفذ ضمن الدوائر والأقسام المختلفة لمؤسسة ما",المنافسة فيما بين الأقسام, قَائِم بَين الأقْسام,ما بَيْن الأقْسام,,ما بَيْن الأقْسام
3071790,digestive,relating to or having the power to cause or promote digestion,digestive juices; a digestive enzyme; digestive ferment,هَضْمِيّ,خاص بهضم الطعام أو له القدرة على تحفيز الهضم,إنزيمات هضمية. النشاط الهضمي,,,,هَضْمِيّ
3080666,glandular,relating to or affecting or functioning as a gland,glandular malfunctions,غُدَّيّ,متعلق بالغدد ووظائفها  أو بما تنتجه أو تسببه الغدد,نسيج غدي. إفرازات غدية,,,,غُدَّيّ
3082307,growing,relating to or suitable for growth,the growing season for corn; good growing weather,"[نَامِ]، (مناسب للنمو)",متعلق بزيادة النمو في الحجم أو الكمية أو مناسب له,طقس مناسب لنمو المزروعات. الفصل المناسب لنمو الذرة,نَامِ,مناسب للنمو,,مناسب للنمو
3098402,mineral,relating to minerals,mineral elements; mineral deposits,مَعْدِنِي,"خاص بالمعادن، أو يحتوي عليها، أو مشتق منها، أو له خصائصها",مخلفات معدنية. الثروة المعدنية. ,,,,مَعْدِنِي
3114328,probabilistic,of or relating to or based on probability,probabilistic quantum theory,اِحْتِمَالِيّ,مبني على مدى احتمالية حدوث الشيء,العرضة الاحتمالية للخطر. ,,,,اِحْتِمَالِيّ
3114655,procedural,of or relating to procedure,a procedural violation,إِجْرَائِيّ,متعلق بالطريقة المعتادة أو الرسمية التي يتم بها الشيء,الهدف من التغيرات الإجرائية هو تسهيل النظام,,,,إِجْرَائِيّ
3115272,promotional,of or relating to serving as publicity,promotional fares,"دِعَائِي, تَرْوِيْجِي, إِعلانِي",مخصص للإعلان عن شيء من أجل بيعه,إعلان دعائي. جولة ترويجية. فقرة إعلانية,,,,"دِعَائِي, تَرْوِيْجِي, إِعلانِي"
3121972,respiratory,pertaining to respiration,respiratory assistance,تَنَفُّسِيّ,خاص بالجهاز التنفسي ووظائف التنفس,أمراض تنفسية. الصحة التنفسية,,,,تَنَفُّسِيّ
3132502,substantival,of or relating to or having the nature or function of a substantive  (i.e. a noun or noun equivalent),a substantival constituent,اِسْمِيّ,له طبيعة الاسم أو وظيفته نحوياً ويعمل عمله,مكوِّن اسمي. ,,,,اِسْمِيّ
3135363,terpsichorean,of or relating to dancing,her terpsichorean activities,"<مُتَعَلِّق بالرّقْص>، (راقص)",خاص أو يتضمن فن الرقص,مهارات متعلقة بالرقص. نشاطات راقصة. ,,راقص,,"مُتَعَلِّق بالرّقْص,راقص"
3136209,textile,of or relating to fabrics or fabric making,textile research,"مَنْسُوج, نَسْجِيّ",خاص بالانسجة وتصنيعها وحياكتها,صناعة نسيجية. حرف نسيجية,,,,"مَنْسُوج, نَسْجِيّ"
3140890,vietnamese,of or relating to or characteristic of the people of Vietnam,Vietnamese boat people,فِيتْنَامِي,خاص بدولة فييتنام الآسيوية أو ميزاتها أو لغتها أو ثقافتها أو شعبها,الدونغ هي العملة الفييتنامية,,,,فِيتْنَامِي
3149626,obligational,relating or constituting or qualified to create a legal or financial obligation,obligational authority,إلْزَامِيّ,متعلق أو يشكل أو يكون مؤهلاً لخلق التزام قانوني أو مالي,سلطة إلزامية. واجب إلزامي,,,,إلْزَامِيّ
3149892,"osseous, osteal, bony",composed of or containing bone,osseous tissue,عَظْمِيّ,يتألف من العظام أو يحتوي عليها,نسيج عظمي. إصابات عظمية. ,,,,عَظْمِيّ
3150213,ossiferous,containing bones (especially fossil bones),ossiferous caves,مُعَظِّم,"يحتوي على العظام، وخاصة عظام المستحاثات",الكهوف المعظِّمة,,,,مُعَظِّم
3150332,osteal,relating to bone or to the skeleton,,عَظْمِيّ,"متعلق بالعظام أو الهيكل العظمي ، أو يؤثر عليها، أو يشبهها",التهابات عظمية,,,,عَظْمِيّ
3166897,sought,that is looked for,the long sought relatives,"مَأَمُول, مَنْشُود,[ مُتَوَخَّى]",مطلوب ومرغوب ويتم السعي إليه,النجاح مأمول. الوعد المنشود, مُتَوَخَّى,,,"مَأَمُول, مَنْشُود"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
